City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
461,Necochea,AR,-38.5473,-58.7368,61.09,59,91,11.18,overcast clouds
462,Tucuman,AR,-26.8241,-65.2226,82.4,18,32,9.22,smoke
463,Basna,IN,21.2833,82.8167,76.41,90,93,5.21,overcast clouds
464,Mehamn,NO,71.0357,27.8492,48.15,87,100,13.8,overcast clouds
465,Plettenberg Bay,ZA,-34.0527,23.3716,55.44,59,0,3.6,clear sky
466,Vadso,NO,70.0744,29.7487,44.76,70,100,6.91,overcast clouds
467,Atambua,ID,-9.1061,124.8925,75.0,57,92,4.21,overcast clouds
468,Quelimane,MZ,-17.8786,36.8883,68.83,81,0,4.32,clear sky
469,Santa,PH,17.486,120.4348,80.08,83,39,3.87,scattered clouds
470,Kaele,CM,10.1092,14.4508,75.6,83,85,5.93,overcast clouds
471,Viedma,AR,-40.8135,-62.9967,48.07,77,100,17.02,overcast clouds
472,Tyup,KG,42.7276,78.3648,61.07,32,0,3.56,clear sky
473,Nemuro,JP,43.3236,145.575,64.4,84,70,11.54,broken clouds
474,Xiongyue,CN,40.1774,122.1228,69.12,57,0,8.21,clear sky
475,Krasnoselkup,RU,65.7,82.4667,36.54,94,100,18.03,light rain
476,Alaca,TR,40.1683,34.8425,47.88,90,0,3.74,clear sky
477,Kutum,SD,14.2,24.6667,71.92,68,99,14.45,overcast clouds
478,Zeya,RU,53.75,127.2667,49.71,64,1,7.14,clear sky
479,Batticaloa,LK,7.7102,81.6924,80.01,74,100,4.85,overcast clouds
480,Sawtell,AU,-30.3833,153.1,62.62,72,54,5.75,broken clouds
481,Kudahuvadhoo,MV,2.6708,72.8944,82.02,75,97,15.46,overcast clouds
482,Husavik,IS,66.0449,-17.3389,50.61,87,60,3.58,broken clouds
483,Kermanshah,IR,34.3142,47.065,68.9,19,0,0.0,clear sky
484,Taganak,PH,6.0833,118.3,77.14,80,97,4.99,overcast clouds
485,Punta Alta,AR,-38.8759,-62.0736,55.31,63,99,12.41,overcast clouds
486,Sao Joao Da Barra,BR,-21.6403,-41.0511,71.69,72,84,19.89,broken clouds
487,Lavrentiya,RU,65.5833,-171.0,43.52,88,100,8.75,light rain
488,Washougal,US,45.5826,-122.3534,88.02,41,0,17.27,clear sky
489,Banswara,IN,23.55,74.45,80.42,76,85,2.53,overcast clouds
490,Houston,US,29.7633,-95.3633,91.4,49,75,14.97,thunderstorm
491,Karratha,AU,-20.7377,116.8463,65.97,58,1,5.28,clear sky
492,Umm Lajj,SA,25.0213,37.2685,84.85,54,0,11.07,clear sky
493,Khandyga,RU,62.6667,135.6,45.36,98,100,4.47,light rain
494,Camacha,PT,33.0833,-16.3333,69.22,83,20,8.05,few clouds
495,Khromtau,KZ,50.2503,58.4347,46.38,53,79,8.25,broken clouds
496,Abay,KZ,49.6311,72.8539,37.78,43,70,4.74,broken clouds
497,Kuryk,KZ,43.2,51.65,64.36,45,91,9.48,overcast clouds
498,At-Bashi,KG,41.1702,75.8106,56.08,41,0,6.35,clear sky
499,Ternate,ID,0.8,127.4,80.2,79,89,2.89,overcast clouds
500,Larsnes,NO,62.2028,5.5773,55.45,92,32,5.99,scattered clouds
501,College,US,64.8569,-147.8028,57.22,82,75,0.0,broken clouds
502,Berlevag,NO,70.8578,29.0864,48.2,81,100,13.8,light intensity drizzle
503,Abu Dhabi,AE,24.4667,54.3667,89.71,72,0,1.14,clear sky
504,Luancheng,CN,37.8792,114.6517,64.56,51,57,1.41,broken clouds
505,Mattru,SL,7.6244,-11.8332,71.53,99,99,2.73,light rain
506,Muros,ES,42.7762,-9.0603,66.09,88,93,3.83,overcast clouds
507,Oussouye,SN,12.485,-16.5469,82.49,88,67,5.64,broken clouds
508,Bella Vista,US,36.4295,-94.2316,85.51,50,20,11.5,few clouds
509,Havre-Saint-Pierre,CA,50.2334,-63.5986,59.36,88,0,9.22,clear sky
510,Mbini,GQ,1.574,9.6134,76.12,88,80,7.92,light rain
511,Astakos,GR,38.5356,21.0814,73.63,56,0,4.0,clear sky
512,Barra Do Garcas,BR,-15.89,-52.2567,85.03,23,23,5.03,few clouds
513,Angoche,MZ,-16.2325,39.9086,72.43,74,0,10.29,clear sky
514,Purpe,RU,64.4803,76.6897,36.59,93,100,21.65,overcast clouds
515,Bowen,AU,-20.0167,148.2333,72.21,67,10,12.84,clear sky
516,Diffa,NE,13.3154,12.6113,82.65,65,82,4.5,broken clouds
517,Bonavista,CA,48.6499,-53.1147,55.98,69,100,17.38,overcast clouds
518,Labuhan,ID,-6.8844,112.2051,77.0,87,63,7.45,broken clouds
519,Iskateley,RU,67.6803,53.1512,36.05,92,95,5.84,overcast clouds
520,Manaure,CO,11.7751,-72.4445,84.76,74,98,15.01,overcast clouds
521,Kjopsvik,NO,68.097,16.3742,39.07,82,96,3.04,overcast clouds
522,Adilabad,IN,19.6667,78.5333,77.16,89,100,1.9,moderate rain
523,Barcelos,PT,41.5388,-8.6151,69.85,94,100,3.96,overcast clouds
524,Iqaluit,CA,63.7506,-68.5145,42.53,86,75,15.01,broken clouds
525,Dingle,PH,10.9995,122.6711,78.6,89,64,3.96,broken clouds
526,Rocha,UY,-34.4833,-54.3333,59.14,89,0,5.37,clear sky
527,Nechi,CO,8.0942,-74.7757,77.43,95,72,2.48,broken clouds
528,Geraldton,AU,-28.7667,114.6,50.41,100,87,8.05,overcast clouds
529,Veraval,IN,20.9,70.3667,80.6,81,97,13.11,overcast clouds
530,Kiruna,SE,67.8557,20.2251,43.72,81,100,4.61,overcast clouds
531,Vila Franca Do Campo,PT,37.7167,-25.4333,78.19,92,69,8.84,broken clouds
532,Thai Binh,VN,20.45,106.3333,76.55,96,100,7.49,moderate rain
533,Phon,TH,15.816,102.5998,74.91,88,99,9.17,overcast clouds
534,Chapais,CA,49.7834,-74.8492,69.58,60,100,3.91,overcast clouds
535,Sindor,RU,62.8629,51.8905,32.11,98,76,4.85,broken clouds
536,Miri,MY,4.4148,114.0089,75.34,100,40,3.44,scattered clouds
537,Vanavara,RU,60.34,102.2797,43.32,97,100,9.31,light rain
538,Dolores,AR,-36.3132,-57.6792,58.08,68,3,8.32,clear sky
539,La Baule-Escoublac,FR,47.2922,-2.364,62.71,87,0,14.97,clear sky
540,Nouadhibou,MR,20.931,-17.0347,75.18,73,12,20.71,few clouds
541,Dhadar,IN,28.3305,75.0632,86.68,51,39,4.85,scattered clouds
542,Santa Helena De Goias,BR,-17.8136,-50.5969,85.57,20,51,4.97,broken clouds
543,Villazon,BO,-22.0866,-65.5942,56.75,4,2,9.42,clear sky
544,Samana,DO,19.2056,-69.3369,84.16,82,64,3.4,broken clouds
545,Tambopata,PE,-12.7333,-69.1833,87.69,45,0,3.44,clear sky
546,Kabompo,ZM,-13.5927,24.2008,60.13,34,0,5.23,clear sky
547,Saint Anthony,US,45.0205,-93.218,88.77,52,0,8.05,clear sky
548,Royal Tunbridge Wells,GB,51.1325,0.2633,60.19,63,100,4.92,overcast clouds
549,Yorkton,CA,51.2167,-102.4677,82.24,32,0,20.71,clear sky
550,Bilma,NE,18.6853,12.9164,92.1,27,12,1.14,few clouds
551,Qingdao,CN,36.0986,120.3719,62.2,94,0,2.24,clear sky
552,Manicore,BR,-5.8092,-61.3003,88.52,41,94,2.75,overcast clouds
553,Belaya Gora,RU,68.5333,146.4167,54.01,48,100,13.4,overcast clouds
554,Kroya,ID,-7.6331,109.2461,76.32,92,100,6.4,overcast clouds
555,Tautira,PF,-17.7333,-149.15,76.69,77,17,21.92,light rain
556,Hambantota,LK,6.1241,81.1185,78.22,81,100,17.65,overcast clouds
557,Amahai,ID,-3.3333,128.9167,78.24,84,94,1.61,overcast clouds
558,Vao,NC,-22.6667,167.4833,69.57,71,16,13.11,few clouds
559,Jumla,NP,29.2747,82.1838,59.9,93,67,0.89,broken clouds
560,Verkhoyansk,RU,67.5447,133.385,46.76,67,100,14.29,overcast clouds
561,Ulaanbaatar,MN,47.9077,106.8832,39.33,81,0,0.0,clear sky
562,Port Lincoln,AU,-34.7333,135.8667,53.24,92,83,19.08,light rain
563,Henties Bay,NA,-22.116,14.2845,56.75,83,0,5.68,clear sky
564,Opuwo,NA,-18.0607,13.84,70.95,24,0,3.11,clear sky
565,Isabela,PH,6.7085,121.9711,75.25,79,100,2.13,overcast clouds
566,Verkhnyaya Toyma,RU,62.2349,44.9985,33.71,96,34,5.28,scattered clouds
567,Dryden,CA,49.7833,-92.7503,77.29,29,0,11.5,clear sky
568,Newport,GB,51.5877,-2.9984,62.51,84,96,9.44,overcast clouds
569,Kasempa,ZM,-13.4584,25.8338,64.15,37,0,7.36,clear sky
570,Tongren,CN,27.7172,109.1853,73.27,65,76,2.48,broken clouds
571,Pitsunda,GE,43.1592,40.3378,60.98,56,17,7.0,few clouds
572,Taoudenni,ML,22.6783,-3.9836,97.84,14,12,7.14,few clouds
573,Airai,TL,-8.9266,125.4092,64.83,37,96,2.84,overcast clouds
574,Broken Hill,AU,-31.95,141.4333,55.31,70,91,24.58,overcast clouds
575,Tazovskiy,RU,67.4667,78.7,30.49,82,19,10.2,few clouds
576,Astoria,US,46.1879,-123.8313,71.6,67,0,17.27,clear sky
577,Bayangol,RU,50.6977,103.4656,49.37,75,7,2.48,clear sky
578,Ransang,PH,8.9603,117.5828,79.43,82,37,3.31,scattered clouds
579,Sosua,DO,19.7667,-70.5167,85.91,79,40,0.0,scattered clouds
580,Sosva,RU,59.1766,61.8558,38.98,96,80,4.99,broken clouds
581,Ruse,BG,43.8564,25.9708,63.88,55,27,6.78,scattered clouds
582,Svetlaya,RU,46.5389,138.3297,64.06,60,0,9.73,clear sky
583,Buzmeyin,TM,38.0507,58.2056,74.93,41,0,9.22,clear sky
584,Almaznyy,RU,48.0448,40.045,49.3,48,0,3.0,clear sky
585,Kalevala,RU,65.2,31.1667,41.68,76,99,3.74,overcast clouds
586,Bodmin,GB,50.4715,-4.7243,61.45,94,75,11.5,broken clouds
587,Cangzhou,CN,38.3167,116.8667,66.99,58,11,6.22,few clouds
588,Burns Lake,CA,54.2331,-125.7533,56.62,50,98,12.3,overcast clouds
589,Setermoen,NO,68.861,18.3486,47.43,93,100,1.12,overcast clouds
590,Loikaw,MM,19.6742,97.2094,65.88,96,88,2.35,overcast clouds
591,Yulara,AU,-25.2406,130.9889,56.79,42,0,10.56,clear sky
592,Mindelo,CV,16.8901,-24.9804,80.15,78,20,11.5,few clouds
593,Warmbad,NA,-28.45,18.7333,66.16,16,0,3.98,clear sky
594,Sinnamary,GF,5.3833,-52.95,79.02,85,63,11.05,broken clouds
595,Itarema,BR,-2.9248,-39.9167,77.92,78,3,17.34,clear sky
596,Corner Brook,CA,48.9667,-57.9484,53.76,82,98,1.43,overcast clouds
597,Scottsbluff,US,41.8666,-103.6672,102.43,14,0,9.22,clear sky
598,Sosnovo-Ozerskoye,RU,52.5249,111.5418,46.56,84,87,1.07,overcast clouds
599,Menongue,AO,-14.6585,17.691,66.7,21,0,8.08,clear sky
600,San Joaquin,US,37.9333,-121.3011,109.47,18,0,13.8,clear sky
601,Limulunga,ZM,-15.0969,23.1376,65.07,33,0,6.85,clear sky
602,Amagasaki,JP,34.7167,135.4167,78.82,81,75,6.91,broken clouds
603,Jatiroto,ID,-7.8833,111.1167,73.31,89,27,2.37,scattered clouds
604,Westport,US,41.1415,-73.3579,71.74,67,100,12.66,overcast clouds
605,Marsh Harbour,BS,26.5412,-77.0636,84.16,70,22,7.02,few clouds
606,Comodoro Rivadavia,AR,-45.8667,-67.5,37.26,81,100,4.61,light rain
607,Namibe,AO,-15.1961,12.1522,65.41,91,44,4.68,scattered clouds
608,Willowmore,ZA,-33.2926,23.4895,54.68,49,0,4.47,clear sky
609,Kihei,US,20.785,-156.4656,89.62,69,20,25.32,few clouds
610,Lipari,IT,38.4674,14.954,78.21,63,6,5.35,clear sky
611,Mulege,MX,26.8833,-111.9833,76.57,89,100,21.99,overcast clouds
612,Ambon,ID,-3.6954,128.1814,78.94,89,20,5.75,few clouds
613,Arzgir,RU,45.3728,44.2206,55.94,52,42,3.24,scattered clouds
614,Bereda,ES,43.2686,-7.5406,59.14,100,90,5.14,overcast clouds
615,Maniitsoq,GL,65.4167,-52.9,40.44,80,100,6.8,overcast clouds
616,Coihaique,CL,-45.5752,-72.0662,38.01,98,97,3.11,overcast clouds
617,Ust-Kuyga,RU,70.0167,135.6,45.1,72,100,7.99,overcast clouds
618,Arman,RU,59.7,150.1667,53.02,96,100,15.88,moderate rain
619,Kapoeta,SS,4.7717,33.5903,73.8,69,39,4.16,scattered clouds
620,High Rock,BS,26.6208,-78.2833,87.82,67,11,6.55,few clouds
621,Shache,CN,38.4167,77.2406,70.72,15,0,6.06,clear sky
622,Terney,RU,45.0503,136.6092,63.55,67,0,5.75,clear sky
623,Rio Grande,BR,-32.035,-52.0986,62.94,85,83,6.4,broken clouds
624,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,52.39,100,75,4.47,broken clouds
625,Kargopol,RU,61.5071,38.9456,35.91,97,56,6.17,broken clouds
626,Sharqpur,PK,31.4633,74.1,84.33,65,0,4.59,clear sky
627,Roald,NO,62.5833,6.1333,55.76,93,32,4.61,scattered clouds
628,Verkhnevilyuysk,RU,63.4453,120.3167,41.25,93,90,7.72,overcast clouds
629,Borogontsy,RU,62.6683,131.1683,44.28,77,100,14.03,overcast clouds
630,Gornopravdinsk,RU,60.05,69.9,42.15,97,100,5.14,overcast clouds
631,Naze,JP,28.3667,129.4833,76.12,73,89,9.89,overcast clouds
632,Richards Bay,ZA,-28.783,32.0377,64.98,74,0,13.78,clear sky
633,Shihezi,CN,44.3,86.0333,77.38,22,0,4.36,clear sky
634,Urucara,BR,-2.5364,-57.76,87.19,46,51,2.08,broken clouds
635,Sattahip,TH,12.6664,100.9007,80.98,94,75,4.61,light rain
636,Kenai,US,60.5544,-151.2583,56.08,76,100,4.61,overcast clouds
637,Altay,CN,47.8667,88.1167,66.63,27,0,6.29,clear sky
638,North Bend,US,43.4065,-124.2243,79.25,83,0,26.46,clear sky
639,Riyadh,SA,24.6877,46.7219,95.14,16,0,9.6,clear sky
640,Aykhal,RU,66.0,111.5,33.93,88,20,7.49,few clouds
641,Dauriya,RU,49.9333,116.8667,53.35,73,64,2.53,broken clouds
642,Maltahohe,NA,-24.8333,16.9833,65.66,19,0,5.37,clear sky
643,Locri,IT,38.2414,16.2623,77.32,69,0,4.76,clear sky
644,Cairns,AU,-16.9167,145.7667,79.11,74,40,5.75,scattered clouds
645,Saint-Jerome,CA,45.7804,-74.0036,78.22,64,20,3.44,few clouds
646,Kulhudhuffushi,MV,6.6221,73.07,80.65,80,100,17.6,overcast clouds
647,Baker City,US,44.7749,-117.8344,85.19,32,0,28.77,clear sky
648,Santa Marta,CO,11.2408,-74.199,78.85,89,100,2.3,overcast clouds
649,Chikola,RU,43.1906,43.9209,50.85,63,88,3.44,overcast clouds
650,Teguise,ES,29.0605,-13.564,70.02,78,20,18.41,few clouds
651,Apartado,CO,7.883,-76.6259,80.46,83,75,6.91,broken clouds
652,Lethem,GY,3.3803,-59.7968,79.18,78,83,3.74,light rain
653,Staraya Russa,RU,57.9944,31.3608,42.76,95,85,5.35,overcast clouds
654,Benghazi,LY,32.1167,20.0667,78.26,59,0,15.82,clear sky
655,Khandbari,NP,27.3747,87.2039,71.74,92,95,1.25,overcast clouds
656,Oranjemund,NA,-28.55,16.4333,54.59,91,0,4.27,clear sky
657,Kailua,US,21.4022,-157.7394,87.78,64,40,13.8,scattered clouds
658,Mount Darwin,ZW,-16.7725,31.5838,56.48,69,0,4.23,clear sky
659,Dawlatabad,AF,36.4141,64.9053,75.47,16,0,2.91,clear sky
660,Osa,RU,57.2829,55.4567,45.05,95,100,5.23,light rain
661,Puli,TW,23.9664,120.9695,73.87,81,99,1.39,overcast clouds
662,Los Llanos De Aridane,ES,28.6585,-17.9182,69.55,93,0,11.5,clear sky
663,Monte Azul Paulista,BR,-20.9072,-48.6414,74.16,37,62,7.34,broken clouds
664,Dali,CN,25.7,100.1833,57.74,81,78,2.33,broken clouds
665,Chuy,UY,-33.6971,-53.4616,57.67,94,16,6.4,few clouds
666,Berdigestyakh,RU,62.0989,126.6992,43.07,80,100,14.85,overcast clouds
667,Abha,SA,18.2164,42.5053,71.42,43,0,0.0,clear sky
668,Sur,OM,22.5667,59.5289,79.21,70,0,11.03,clear sky
669,Kota Belud,MY,6.351,116.4305,77.25,86,69,2.95,broken clouds
670,Bam,IR,29.106,58.357,81.01,11,0,4.54,clear sky
671,Orocue,CO,4.7912,-71.3354,78.33,74,90,5.44,overcast clouds
672,Nioaque,BR,-21.1353,-55.83,82.11,30,5,3.8,clear sky
673,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,73.31,73,1,9.31,clear sky
674,Parker,US,32.7668,-97.8003,92.98,43,3,4.0,clear sky
675,Luderitz,NA,-26.6481,15.1594,57.74,78,0,10.33,clear sky
676,Dod Ballapur,IN,13.2919,77.5431,69.82,95,100,11.01,overcast clouds
677,Soyaux,FR,45.65,0.2,60.78,76,0,5.75,clear sky
678,Takoradi,GH,4.8845,-1.7554,74.17,93,5,7.49,clear sky
679,Berezanka,UA,46.8526,31.388,59.58,48,13,7.67,few clouds
680,Urucui,BR,-7.2294,-44.5561,82.2,31,54,6.4,broken clouds
681,Deer Lake,CA,49.1667,-57.4316,53.46,62,20,6.91,few clouds
682,Nyurba,RU,63.2842,118.3319,38.66,94,17,5.53,few clouds
683,Palana,RU,59.1167,159.9667,51.85,68,91,8.34,overcast clouds
684,Oktyabrskiy,RU,54.4815,53.471,46.87,62,100,5.59,overcast clouds
685,Balao,EC,-2.9167,-79.8167,73.83,80,81,6.87,broken clouds
686,Magadan,RU,59.5667,150.8,52.54,96,100,15.84,moderate rain
687,La Sarre,CA,48.8002,-79.1996,65.61,72,99,4.07,overcast clouds
688,Biak,ID,-0.9131,122.8766,76.1,86,90,2.75,overcast clouds
689,Acari,PE,-15.4311,-74.6158,65.52,68,23,5.39,few clouds
690,Diego De Almagro,CL,-26.3667,-70.05,58.78,38,65,5.57,broken clouds
691,Skelleftea,SE,64.7507,20.9528,34.16,100,77,5.75,broken clouds
692,Easthampton,US,42.2668,-72.669,69.73,84,98,1.01,overcast clouds
693,Xining,CN,36.6167,101.7667,47.43,70,45,2.35,scattered clouds
694,Bryan,US,30.6744,-96.37,83.7,75,40,8.05,scattered clouds
